Rk,Team,Conf,W-L,AdjEM,AdjO,AdjO2,AdjD,AdjD2,AdjT,AdjT2,Luck,Luck2,Strength of Schedule AdjEM,Strength of Schedule AdjEM2,Strength of Schedule OppO,Strength of Schedule OppO2,Strength of Schedule OppD,Strength of Schedule OppD2,NCSOS AdjEM,NCSOS AdjEM2,Seed,Year,BPI Off,BPI Def,BPI,Elo
82,UNC Greensboro,SC,27-8,9.22,104.9,174,95.7,26,65.2,317,-0.024,244,-4.57,280,103.7,210,108.2,315,-3.46,272,13,2018,0.1,6.0,6.1,1642.809098
97,Bucknell,Pat,25-10,7.31,109.5,90,102.2,116,71.4,40,0.006,160,-4.35,268,102.8,260,107.1,264,5.79,31,14,2018,3.8,2.6,6.4,1578.437975
101,Georgia St.,SB,24-11,6.92,108.8,102,101.9,110,66.8,246,-0.015,218,-2.51,207,103.4,229,105.9,186,-3.22,263,15,2018,2.0,2.4,4.4,1591.461014
105,Marshall,CUSA,25-11,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,105.6,118,105.5,164,-7.0,333,13,2018,2.5,0.6,3.1,1615.993122
112,Stephen F. Austin,Slnd,28-7,5.58,104.5,181,99.0,64,71.1,49,0.031,97,-7.16,319,100.6,330,107.8,293,-2.26,225,14,2018,0.1,3.4,3.5,1676.466455
115,College of Charleston,CAA,26-8,5.16,108.7,105,103.6,149,64.9,323,0.035,91,-4.06,257,104.8,153,108.9,332,-7.64,337,13,2018,2.3,0.9,3.3,1633.2016
125,Penn,Ivy,24-9,3.69,103.1,208,99.4,72,68.9,132,0.076,24,-4.15,261,103.7,209,107.8,296,-2.98,249,16,2018,-0.1,4.3,4.2,1610.136935
133,Wright St.,Horz,25-10,2.89,100.6,249,97.7,51,68.3,176,0.07400000000000001,27,-3.79,250,102.7,266,106.5,228,2.23,92,14,2018,-2.9,4.6,1.7,1620.398623
137,Iona,MAAC,20-14,2.63,110.0,80,107.3,218,70.7,58,-0.008,196,-2.12,195,103.1,240,105.2,151,2.14,95,15,2018,4.4,-1.3,3.1,1541.527829
162,Cal St. Fullerton,BW,20-12,0.62,103.7,192,103.1,133,69.6,98,0.09699999999999999,14,-1.2,167,103.8,204,105.0,139,2.76,83,15,2018,-1.8,1.1,-0.7,1565.830536
166,UMBC,AE,25-11,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,102.7,267,107.1,259,-3.55,277,16,2018,-0.2,0.9,0.7,1576.0076869999998
167,Lipscomb,ASun,23-10,0.43,103.2,203,102.8,125,74.9,5,0.11199999999999999,7,-4.31,267,103.2,235,107.5,278,5.84,30,15,2018,-0.8,0.5,-0.2,1604.523013
170,Radford,BSth,23-13,0.07,102.9,212,102.9,127,63.0,344,0.063,45,-4.03,255,102.8,259,106.9,249,3.49,71,16,2018,-1.0,1.1,0.1,1568.850903
187,UNC Asheville,BSth,21-13,-1.91,105.7,158,107.6,225,69.4,108,0.095,16,-3.36,239,103.3,232,106.7,237,5.59,33,8,2018,0.8,-1.1,-0.2,1574.928456
243,Texas Southern,SWAC,16-20,-6.65,104.6,180,111.2,299,71.7,31,-0.01,206,-6.3,304,101.0,318,107.3,271,17.2,1,16,2018,0.7,-4.3,-3.6,1427.253974
259,LIU Brooklyn,NEC,18-17,-8.27,102.3,220,110.6,287,71.6,37,0.012,144,-8.68,336,100.2,334,108.9,333,-6.06,317,16,2018,-1.3,-3.2,-4.4,1449.323547
316,North Carolina Central,MEAC,19-16,-13.41,96.6,314,110.0,276,65.0,321,0.019,126,-12.78,350,98.4,349,111.2,351,-1.47,196,16,2018,-4.3,-1.9,-6.2,1492.108425
